# ----------------------------------------
# Todos os dados do website
# Dispositivos
# 20131225-20180228
# ----------------------------------------

dispositivo,usuarios,novos-usuarios,sessoes,tr,ps,dmds,taxa-de-conversao-de-meta,conclusao-de-meta,valor-da-meta
Apple iPhone,746,743,1116,"59,68%","3,44",00:02:19,"0,00%",0,"R$ 0,00"
Apple iPad,115,119,175,"48,57%","6,49",00:03:00,"0,00%",0,"R$ 0,00"
(not set),114,114,162,"69,14%","3,51",00:02:21,"0,00%",0,"R$ 0,00"
Samsung SM-J500M Galaxy J5,66,67,86,"56,98%","4,80",00:02:34,"0,00%",0,"R$ 0,00"
Motorola XT1033 Moto G,45,44,60,"73,33%","2,43",00:01:11,"0,00%",0,"R$ 0,00"
Motorola Moto G (4) Moto G4,34,34,46,"67,39%","3,11",00:01:38,"0,00%",0,"R$ 0,00"
Motorola MotoG3,33,33,51,"52,94%","5,08",00:06:42,"0,00%",0,"R$ 0,00"
Motorola XT1032 Moto G,32,32,42,"45,24%","5,69",00:04:30,"0,00%",0,"R$ 0,00"
Apple iPhone 5s,30,30,33,"63,64%","1,76",00:00:39,"0,00%",0,"R$ 0,00"
Motorola XT1068 Moto G (2nd Gen),29,29,38,"63,16%","2,37",00:03:30,"0,00%",0,"R$ 0,00"
Total,2448,2447,3456,"60,71%","3,74",00:02:24,"0,00%",0,"R$ 0,00"

data,acessos
25/12/2013,0
26/12/2013,0
27/12/2013,0
28/12/2013,0
29/12/2013,0
30/12/2013,0
31/12/2013,0
01/01/2014,0
02/01/2014,0
03/01/2014,0
04/01/2014,0
05/01/2014,0
06/01/2014,0
07/01/2014,0
08/01/2014,0
09/01/2014,0
10/01/2014,0
11/01/2014,0
12/01/2014,0
13/01/2014,0
14/01/2014,0
15/01/2014,0
16/01/2014,0
17/01/2014,0
18/01/2014,0
19/01/2014,0
20/01/2014,0
21/01/2014,0
22/01/2014,0
23/01/2014,0
24/01/2014,0
25/01/2014,0
26/01/2014,0
27/01/2014,0
28/01/2014,0
29/01/2014,0
30/01/2014,0
31/01/2014,0
01/02/2014,0
02/02/2014,0
03/02/2014,0
04/02/2014,0
05/02/2014,0
06/02/2014,0
07/02/2014,0
08/02/2014,0
09/02/2014,0
10/02/2014,0
11/02/2014,0
12/02/2014,0
13/02/2014,0
14/02/2014,0
15/02/2014,0
16/02/2014,0
17/02/2014,0
18/02/2014,0
19/02/2014,0
20/02/2014,0
21/02/2014,0
22/02/2014,0
23/02/2014,0
24/02/2014,0
25/02/2014,0
26/02/2014,0
27/02/2014,0
28/02/2014,0
01/03/2014,0
02/03/2014,0
03/03/2014,0
04/03/2014,0
05/03/2014,0
06/03/2014,0
07/03/2014,0
08/03/2014,0
09/03/2014,0
10/03/2014,0
11/03/2014,0
12/03/2014,0
13/03/2014,0
14/03/2014,0
15/03/2014,0
16/03/2014,0
17/03/2014,0
18/03/2014,0
19/03/2014,0
20/03/2014,0
21/03/2014,0
22/03/2014,0
23/03/2014,0
24/03/2014,0
25/03/2014,0
26/03/2014,0
27/03/2014,0
28/03/2014,0
29/03/2014,0
30/03/2014,0
31/03/2014,0
01/04/2014,0
02/04/2014,0
03/04/2014,0
04/04/2014,0
05/04/2014,0
06/04/2014,0
07/04/2014,0
08/04/2014,0
09/04/2014,0
10/04/2014,0
11/04/2014,0
12/04/2014,0
13/04/2014,0
14/04/2014,0
15/04/2014,0
16/04/2014,0
17/04/2014,0
18/04/2014,0
19/04/2014,0
20/04/2014,0
21/04/2014,0
22/04/2014,0
23/04/2014,0
24/04/2014,0
25/04/2014,0
26/04/2014,0
27/04/2014,0
28/04/2014,0
29/04/2014,0
30/04/2014,0
01/05/2014,0
02/05/2014,0
03/05/2014,0
04/05/2014,0
05/05/2014,0
06/05/2014,0
07/05/2014,0
08/05/2014,0
09/05/2014,0
10/05/2014,0
11/05/2014,0
12/05/2014,0
13/05/2014,0
14/05/2014,0
15/05/2014,0
16/05/2014,0
17/05/2014,0
18/05/2014,0
19/05/2014,0
20/05/2014,0
21/05/2014,0
22/05/2014,0
23/05/2014,0
24/05/2014,0
25/05/2014,0
26/05/2014,0
27/05/2014,0
28/05/2014,0
29/05/2014,0
30/05/2014,0
31/05/2014,0
01/06/2014,0
02/06/2014,0
03/06/2014,0
04/06/2014,0
05/06/2014,0
06/06/2014,0
07/06/2014,0
08/06/2014,0
09/06/2014,0
10/06/2014,0
11/06/2014,0
12/06/2014,0
13/06/2014,0
14/06/2014,0
15/06/2014,0
16/06/2014,0
17/06/2014,0
18/06/2014,0
19/06/2014,0
20/06/2014,0
21/06/2014,0
22/06/2014,0
23/06/2014,0
24/06/2014,0
25/06/2014,0
26/06/2014,0
27/06/2014,0
28/06/2014,0
29/06/2014,0
30/06/2014,0
01/07/2014,0
02/07/2014,0
03/07/2014,0
04/07/2014,0
05/07/2014,0
06/07/2014,0
07/07/2014,0
08/07/2014,0
09/07/2014,0
10/07/2014,0
11/07/2014,0
12/07/2014,0
13/07/2014,0
14/07/2014,0
15/07/2014,0
16/07/2014,0
17/07/2014,0
18/07/2014,0
19/07/2014,0
20/07/2014,0
21/07/2014,0
22/07/2014,0
23/07/2014,0
24/07/2014,0
25/07/2014,0
26/07/2014,0
27/07/2014,0
28/07/2014,0
29/07/2014,0
30/07/2014,0
31/07/2014,0
01/08/2014,0
02/08/2014,0
03/08/2014,0
04/08/2014,0
05/08/2014,0
06/08/2014,0
07/08/2014,0
08/08/2014,0
09/08/2014,0
10/08/2014,0
11/08/2014,0
12/08/2014,0
13/08/2014,0
14/08/2014,0
15/08/2014,0
16/08/2014,0
17/08/2014,0
18/08/2014,0
19/08/2014,0
20/08/2014,0
21/08/2014,0
22/08/2014,0
23/08/2014,0
24/08/2014,0
25/08/2014,0
26/08/2014,0
27/08/2014,0
28/08/2014,0
29/08/2014,0
30/08/2014,0
31/08/2014,0
01/09/2014,0
02/09/2014,0
03/09/2014,0
04/09/2014,0
05/09/2014,0
06/09/2014,0
07/09/2014,0
08/09/2014,0
09/09/2014,65
10/09/2014,91
11/09/2014,11
12/09/2014,3
13/09/2014,3
14/09/2014,0
15/09/2014,0
16/09/2014,3
17/09/2014,3
18/09/2014,1
19/09/2014,1
20/09/2014,3
21/09/2014,2
22/09/2014,2
23/09/2014,2
24/09/2014,0
25/09/2014,0
26/09/2014,2
27/09/2014,0
28/09/2014,0
29/09/2014,0
30/09/2014,0
01/10/2014,0
02/10/2014,0
03/10/2014,0
04/10/2014,1
05/10/2014,1
06/10/2014,3
07/10/2014,0
08/10/2014,1
09/10/2014,1
10/10/2014,0
11/10/2014,0
12/10/2014,0
13/10/2014,1
14/10/2014,0
15/10/2014,0
16/10/2014,1
17/10/2014,1
18/10/2014,0
19/10/2014,0
20/10/2014,2
21/10/2014,2
22/10/2014,2
23/10/2014,1
24/10/2014,0
25/10/2014,0
26/10/2014,1
27/10/2014,0
28/10/2014,0
29/10/2014,0
30/10/2014,0
31/10/2014,0
01/11/2014,0
02/11/2014,0
03/11/2014,2
04/11/2014,0
05/11/2014,1
06/11/2014,0
07/11/2014,1
08/11/2014,0
09/11/2014,0
10/11/2014,1
11/11/2014,0
12/11/2014,11
13/11/2014,2
14/11/2014,1
15/11/2014,2
16/11/2014,2
17/11/2014,1
18/11/2014,0
19/11/2014,0
20/11/2014,0
21/11/2014,0
22/11/2014,0
23/11/2014,0
24/11/2014,1
25/11/2014,0
26/11/2014,0
27/11/2014,1
28/11/2014,0
29/11/2014,0
30/11/2014,0
01/12/2014,0
02/12/2014,0
03/12/2014,1
04/12/2014,0
05/12/2014,0
06/12/2014,1
07/12/2014,0
08/12/2014,0
09/12/2014,1
10/12/2014,1
11/12/2014,0
12/12/2014,1
13/12/2014,0
14/12/2014,0
15/12/2014,1
16/12/2014,0
17/12/2014,0
18/12/2014,0
19/12/2014,1
20/12/2014,0
21/12/2014,0
22/12/2014,0
23/12/2014,0
24/12/2014,0
25/12/2014,0
26/12/2014,0
27/12/2014,0
28/12/2014,1
29/12/2014,1
30/12/2014,1
31/12/2014,0
01/01/2015,0
02/01/2015,0
03/01/2015,0
04/01/2015,0
05/01/2015,0
06/01/2015,2
07/01/2015,0
08/01/2015,0
09/01/2015,0
10/01/2015,1
11/01/2015,0
12/01/2015,0
13/01/2015,1
14/01/2015,2
15/01/2015,0
16/01/2015,0
17/01/2015,0
18/01/2015,0
19/01/2015,1
20/01/2015,1
21/01/2015,0
22/01/2015,0
23/01/2015,0
24/01/2015,1
25/01/2015,0
26/01/2015,0
27/01/2015,0
28/01/2015,0
29/01/2015,0
30/01/2015,0
31/01/2015,0
01/02/2015,2
02/02/2015,0
03/02/2015,0
04/02/2015,0
05/02/2015,0
06/02/2015,0
07/02/2015,1
08/02/2015,2
09/02/2015,0
10/02/2015,0
11/02/2015,0
12/02/2015,1
13/02/2015,0
14/02/2015,1
15/02/2015,0
16/02/2015,0
17/02/2015,0
18/02/2015,1
19/02/2015,0
20/02/2015,0
21/02/2015,0
22/02/2015,0
23/02/2015,1
24/02/2015,0
25/02/2015,1
26/02/2015,2
27/02/2015,1
28/02/2015,1
01/03/2015,0
02/03/2015,0
03/03/2015,5
04/03/2015,2
05/03/2015,0
06/03/2015,4
07/03/2015,1
08/03/2015,1
09/03/2015,0
10/03/2015,2
11/03/2015,1
12/03/2015,1
13/03/2015,0
14/03/2015,0
15/03/2015,1
16/03/2015,0
17/03/2015,0
18/03/2015,0
19/03/2015,1
20/03/2015,1
21/03/2015,0
22/03/2015,0
23/03/2015,1
24/03/2015,3
25/03/2015,2
26/03/2015,19
27/03/2015,62
28/03/2015,11
29/03/2015,1
30/03/2015,3
31/03/2015,1
01/04/2015,1
02/04/2015,3
03/04/2015,1
04/04/2015,0
05/04/2015,0
06/04/2015,0
07/04/2015,0
08/04/2015,1
09/04/2015,0
10/04/2015,0
11/04/2015,2
12/04/2015,1
13/04/2015,0
14/04/2015,0
15/04/2015,0
16/04/2015,3
17/04/2015,1
18/04/2015,2
19/04/2015,2
20/04/2015,3
21/04/2015,1
22/04/2015,2
23/04/2015,1
24/04/2015,2
25/04/2015,0
26/04/2015,2
27/04/2015,2
28/04/2015,4
29/04/2015,1
30/04/2015,0
01/05/2015,0
02/05/2015,2
03/05/2015,3
04/05/2015,0
05/05/2015,2
06/05/2015,0
07/05/2015,1
08/05/2015,2
09/05/2015,4
10/05/2015,0
11/05/2015,0
12/05/2015,1
13/05/2015,1
14/05/2015,1
15/05/2015,1
16/05/2015,0
17/05/2015,0
18/05/2015,1
19/05/2015,0
20/05/2015,0
21/05/2015,0
22/05/2015,2
23/05/2015,1
24/05/2015,0
25/05/2015,0
26/05/2015,2
27/05/2015,1
28/05/2015,1
29/05/2015,1
30/05/2015,0
31/05/2015,1
01/06/2015,1
02/06/2015,2
03/06/2015,2
04/06/2015,0
05/06/2015,1
06/06/2015,1
07/06/2015,0
08/06/2015,0
09/06/2015,3
10/06/2015,0
11/06/2015,2
12/06/2015,1
13/06/2015,1
14/06/2015,0
15/06/2015,4
16/06/2015,5
17/06/2015,0
18/06/2015,1
19/06/2015,2
20/06/2015,0
21/06/2015,0
22/06/2015,0
23/06/2015,0
24/06/2015,1
25/06/2015,0
26/06/2015,0
27/06/2015,1
28/06/2015,0
29/06/2015,0
30/06/2015,1
01/07/2015,0
02/07/2015,0
03/07/2015,2
04/07/2015,0
05/07/2015,5
06/07/2015,0
07/07/2015,2
08/07/2015,0
09/07/2015,2
10/07/2015,3
11/07/2015,0
12/07/2015,0
13/07/2015,0
14/07/2015,2
15/07/2015,0
16/07/2015,0
17/07/2015,0
18/07/2015,1
19/07/2015,2
20/07/2015,2
21/07/2015,1
22/07/2015,2
23/07/2015,1
24/07/2015,3
25/07/2015,1
26/07/2015,1
27/07/2015,0
28/07/2015,2
29/07/2015,0
30/07/2015,0
31/07/2015,0
01/08/2015,0
02/08/2015,0
03/08/2015,0
04/08/2015,0
05/08/2015,1
06/08/2015,0
07/08/2015,0
08/08/2015,0
09/08/2015,1
10/08/2015,1
11/08/2015,1
12/08/2015,1
13/08/2015,2
14/08/2015,2
15/08/2015,0
16/08/2015,2
17/08/2015,0
18/08/2015,3
19/08/2015,0
20/08/2015,1
21/08/2015,0
22/08/2015,3
23/08/2015,1
24/08/2015,0
25/08/2015,0
26/08/2015,1
27/08/2015,0
28/08/2015,0
29/08/2015,0
30/08/2015,2
31/08/2015,4
01/09/2015,4
02/09/2015,2
03/09/2015,2
04/09/2015,1
05/09/2015,4
06/09/2015,1
07/09/2015,2
08/09/2015,0
09/09/2015,3
10/09/2015,1
11/09/2015,1
12/09/2015,0
13/09/2015,0
14/09/2015,5
15/09/2015,1
16/09/2015,2
17/09/2015,1
18/09/2015,0
19/09/2015,0
20/09/2015,0
21/09/2015,2
22/09/2015,1
23/09/2015,1
24/09/2015,2
25/09/2015,1
26/09/2015,1
27/09/2015,0
28/09/2015,0
29/09/2015,1
30/09/2015,0
01/10/2015,1
02/10/2015,2
03/10/2015,1
04/10/2015,1
05/10/2015,1
06/10/2015,0
07/10/2015,0
08/10/2015,2
09/10/2015,2
10/10/2015,0
11/10/2015,1
12/10/2015,1
13/10/2015,6
14/10/2015,14
15/10/2015,4
16/10/2015,1
17/10/2015,1
18/10/2015,4
19/10/2015,5
20/10/2015,4
21/10/2015,2
22/10/2015,1
23/10/2015,1
24/10/2015,0
25/10/2015,5
26/10/2015,2
27/10/2015,10
28/10/2015,0
29/10/2015,1
30/10/2015,0
31/10/2015,1
01/11/2015,2
02/11/2015,3
03/11/2015,0
04/11/2015,3
05/11/2015,3
06/11/2015,4
07/11/2015,1
08/11/2015,1
09/11/2015,3
10/11/2015,1
11/11/2015,2
12/11/2015,1
13/11/2015,4
14/11/2015,2
15/11/2015,2
16/11/2015,4
17/11/2015,2
18/11/2015,3
19/11/2015,0
20/11/2015,3
21/11/2015,0
22/11/2015,2
23/11/2015,2
24/11/2015,3
25/11/2015,3
26/11/2015,2
27/11/2015,1
28/11/2015,1
29/11/2015,0
30/11/2015,5
01/12/2015,5
02/12/2015,1
03/12/2015,0
04/12/2015,2
05/12/2015,6
06/12/2015,0
07/12/2015,1
08/12/2015,2
09/12/2015,1
10/12/2015,5
11/12/2015,1
12/12/2015,0
13/12/2015,2
14/12/2015,1
15/12/2015,4
16/12/2015,2
17/12/2015,2
18/12/2015,3
19/12/2015,1
20/12/2015,9
21/12/2015,2
22/12/2015,3
23/12/2015,0
24/12/2015,4
25/12/2015,2
26/12/2015,3
27/12/2015,2
28/12/2015,2
29/12/2015,2
30/12/2015,0
31/12/2015,0
01/01/2016,0
02/01/2016,0
03/01/2016,2
04/01/2016,1
05/01/2016,0
06/01/2016,0
07/01/2016,0
08/01/2016,2
09/01/2016,1
10/01/2016,0
11/01/2016,1
12/01/2016,0
13/01/2016,1
14/01/2016,2
15/01/2016,1
16/01/2016,5
17/01/2016,3
18/01/2016,2
19/01/2016,3
20/01/2016,1
21/01/2016,2
22/01/2016,2
23/01/2016,4
24/01/2016,1
25/01/2016,2
26/01/2016,3
27/01/2016,0
28/01/2016,0
29/01/2016,3
30/01/2016,4
31/01/2016,2
01/02/2016,1
02/02/2016,3
03/02/2016,4
04/02/2016,1
05/02/2016,1
06/02/2016,0
07/02/2016,1
08/02/2016,0
09/02/2016,0
10/02/2016,2
11/02/2016,2
12/02/2016,0
13/02/2016,1
14/02/2016,1
15/02/2016,1
16/02/2016,1
17/02/2016,2
18/02/2016,3
19/02/2016,0
20/02/2016,1
21/02/2016,1
22/02/2016,0
23/02/2016,0
24/02/2016,2
25/02/2016,1
26/02/2016,1
27/02/2016,2
28/02/2016,2
29/02/2016,2
01/03/2016,6
02/03/2016,1
03/03/2016,5
04/03/2016,5
05/03/2016,1
06/03/2016,0
07/03/2016,0
08/03/2016,3
09/03/2016,4
10/03/2016,5
11/03/2016,1
12/03/2016,2
13/03/2016,2
14/03/2016,3
15/03/2016,2
16/03/2016,2
17/03/2016,1
18/03/2016,3
19/03/2016,2
20/03/2016,1
21/03/2016,2
22/03/2016,6
23/03/2016,3
24/03/2016,1
25/03/2016,2
26/03/2016,2
27/03/2016,0
28/03/2016,0
29/03/2016,2
30/03/2016,0
31/03/2016,1
01/04/2016,2
02/04/2016,2
03/04/2016,2
04/04/2016,2
05/04/2016,8
06/04/2016,3
07/04/2016,1
08/04/2016,1
09/04/2016,1
10/04/2016,1
11/04/2016,3
12/04/2016,3
13/04/2016,1
14/04/2016,3
15/04/2016,0
16/04/2016,2
17/04/2016,1
18/04/2016,6
19/04/2016,2
20/04/2016,5
21/04/2016,1
22/04/2016,1
23/04/2016,0
24/04/2016,1
25/04/2016,0
26/04/2016,2
27/04/2016,2
28/04/2016,1
29/04/2016,1
30/04/2016,1
01/05/2016,3
02/05/2016,3
03/05/2016,3
04/05/2016,2
05/05/2016,2
06/05/2016,1
07/05/2016,1
08/05/2016,4
09/05/2016,1
10/05/2016,0
11/05/2016,1
12/05/2016,5
13/05/2016,1
14/05/2016,2
15/05/2016,0
16/05/2016,3
17/05/2016,3
18/05/2016,4
19/05/2016,2
20/05/2016,2
21/05/2016,1
22/05/2016,2
23/05/2016,2
24/05/2016,3
25/05/2016,1
26/05/2016,0
27/05/2016,4
28/05/2016,3
29/05/2016,1
30/05/2016,2
31/05/2016,3
01/06/2016,0
02/06/2016,0
03/06/2016,13
04/06/2016,2
05/06/2016,2
06/06/2016,3
07/06/2016,2
08/06/2016,3
09/06/2016,3
10/06/2016,3
11/06/2016,1
12/06/2016,1
13/06/2016,1
14/06/2016,1
15/06/2016,1
16/06/2016,2
17/06/2016,3
18/06/2016,1
19/06/2016,2
20/06/2016,0
21/06/2016,3
22/06/2016,2
23/06/2016,0
24/06/2016,1
25/06/2016,3
26/06/2016,1
27/06/2016,125
28/06/2016,20
29/06/2016,6
30/06/2016,3
01/07/2016,4
02/07/2016,3
03/07/2016,3
04/07/2016,4
05/07/2016,1
06/07/2016,1
07/07/2016,1
08/07/2016,1
09/07/2016,0
10/07/2016,1
11/07/2016,1
12/07/2016,1
13/07/2016,0
14/07/2016,1
15/07/2016,3
16/07/2016,1
17/07/2016,1
18/07/2016,0
19/07/2016,2
20/07/2016,3
21/07/2016,2
22/07/2016,3
23/07/2016,1
24/07/2016,1
25/07/2016,2
26/07/2016,2
27/07/2016,2
28/07/2016,1
29/07/2016,2
30/07/2016,1
31/07/2016,3
01/08/2016,2
02/08/2016,0
03/08/2016,1
04/08/2016,2
05/08/2016,1
06/08/2016,3
07/08/2016,1
08/08/2016,1
09/08/2016,1
10/08/2016,1
11/08/2016,0
12/08/2016,3
13/08/2016,4
14/08/2016,0
15/08/2016,1
16/08/2016,0
17/08/2016,3
18/08/2016,1
19/08/2016,1
20/08/2016,2
21/08/2016,0
22/08/2016,0
23/08/2016,4
24/08/2016,2
25/08/2016,2
26/08/2016,1
27/08/2016,1
28/08/2016,1
29/08/2016,5
30/08/2016,4
31/08/2016,2
01/09/2016,2
02/09/2016,2
03/09/2016,0
04/09/2016,0
05/09/2016,4
06/09/2016,1
07/09/2016,1
08/09/2016,0
09/09/2016,8
10/09/2016,5
11/09/2016,0
12/09/2016,1
13/09/2016,5
14/09/2016,2
15/09/2016,3
16/09/2016,3
17/09/2016,1
18/09/2016,4
19/09/2016,0
20/09/2016,6
21/09/2016,8
22/09/2016,6
23/09/2016,3
24/09/2016,1
25/09/2016,1
26/09/2016,3
27/09/2016,0
28/09/2016,2
29/09/2016,7
30/09/2016,0
01/10/2016,1
02/10/2016,2
03/10/2016,2
04/10/2016,2
05/10/2016,1
06/10/2016,1
07/10/2016,1
08/10/2016,1
09/10/2016,1
10/10/2016,1
11/10/2016,2
12/10/2016,2
13/10/2016,4
14/10/2016,3
15/10/2016,1
16/10/2016,0
17/10/2016,0
18/10/2016,2
19/10/2016,1
20/10/2016,1
21/10/2016,3
22/10/2016,1
23/10/2016,2
24/10/2016,4
25/10/2016,3
26/10/2016,1
27/10/2016,2
28/10/2016,2
29/10/2016,0
30/10/2016,0
31/10/2016,0
01/11/2016,1
02/11/2016,3
03/11/2016,4
04/11/2016,3
05/11/2016,1
06/11/2016,1
07/11/2016,1
08/11/2016,3
09/11/2016,2
10/11/2016,0
11/11/2016,1
12/11/2016,3
13/11/2016,3
14/11/2016,4
15/11/2016,2
16/11/2016,7
17/11/2016,2
18/11/2016,2
19/11/2016,0
20/11/2016,2
21/11/2016,1
22/11/2016,3
23/11/2016,2
24/11/2016,0
25/11/2016,2
26/11/2016,5
27/11/2016,1
28/11/2016,5
29/11/2016,4
30/11/2016,7
01/12/2016,5
02/12/2016,8
03/12/2016,1
04/12/2016,2
05/12/2016,5
06/12/2016,5
07/12/2016,0
08/12/2016,2
09/12/2016,3
10/12/2016,3
11/12/2016,2
12/12/2016,3
13/12/2016,5
14/12/2016,6
15/12/2016,1
16/12/2016,4
17/12/2016,2
18/12/2016,0
19/12/2016,2
20/12/2016,2
21/12/2016,2
22/12/2016,0
23/12/2016,1
24/12/2016,0
25/12/2016,1
26/12/2016,1
27/12/2016,1
28/12/2016,1
29/12/2016,2
30/12/2016,1
31/12/2016,0
01/01/2017,1
02/01/2017,3
03/01/2017,5
04/01/2017,6
05/01/2017,0
06/01/2017,3
07/01/2017,3
08/01/2017,2
09/01/2017,1
10/01/2017,3
11/01/2017,1
12/01/2017,2
13/01/2017,1
14/01/2017,0
15/01/2017,1
16/01/2017,1
17/01/2017,2
18/01/2017,3
19/01/2017,1
20/01/2017,3
21/01/2017,1
22/01/2017,3
23/01/2017,1
24/01/2017,2
25/01/2017,4
26/01/2017,1
27/01/2017,0
28/01/2017,2
29/01/2017,5
30/01/2017,6
31/01/2017,2
01/02/2017,4
02/02/2017,4
03/02/2017,3
04/02/2017,2
05/02/2017,2
06/02/2017,2
07/02/2017,6
08/02/2017,1
09/02/2017,2
10/02/2017,1
11/02/2017,4
12/02/2017,3
13/02/2017,7
14/02/2017,6
15/02/2017,6
16/02/2017,5
17/02/2017,4
18/02/2017,3
19/02/2017,3
20/02/2017,4
21/02/2017,3
22/02/2017,3
23/02/2017,11
24/02/2017,6
25/02/2017,3
26/02/2017,6
27/02/2017,2
28/02/2017,2
01/03/2017,5
02/03/2017,2
03/03/2017,1
04/03/2017,5
05/03/2017,3
06/03/2017,6
07/03/2017,3
08/03/2017,5
09/03/2017,4
10/03/2017,4
11/03/2017,4
12/03/2017,4
13/03/2017,2
14/03/2017,3
15/03/2017,5
16/03/2017,1
17/03/2017,0
18/03/2017,0
19/03/2017,2
20/03/2017,3
21/03/2017,4
22/03/2017,4
23/03/2017,2
24/03/2017,4
25/03/2017,1
26/03/2017,3
27/03/2017,4
28/03/2017,2
29/03/2017,6
30/03/2017,2
31/03/2017,4
01/04/2017,1
02/04/2017,3
03/04/2017,2
04/04/2017,4
05/04/2017,2
06/04/2017,1
07/04/2017,3
08/04/2017,1
09/04/2017,2
10/04/2017,2
11/04/2017,1
12/04/2017,2
13/04/2017,2
14/04/2017,1
15/04/2017,1
16/04/2017,6
17/04/2017,3
18/04/2017,4
19/04/2017,3
20/04/2017,1
21/04/2017,3
22/04/2017,1
