data,acessos
09/07/2017,18
10/07/2017,18
11/07/2017,17
12/07/2017,17
13/07/2017,16
14/07/2017,24
15/07/2017,6
16/07/2017,12
17/07/2017,15
18/07/2017,21
19/07/2017,17
20/07/2017,12
21/07/2017,9
22/07/2017,11
23/07/2017,12
24/07/2017,15
25/07/2017,23
26/07/2017,18
27/07/2017,19
28/07/2017,14
29/07/2017,16
30/07/2017,17
31/07/2017,15
01/08/2017,18
02/08/2017,26
03/08/2017,22
04/08/2017,18
05/08/2017,17
06/08/2017,15
07/08/2017,25
08/08/2017,26
09/08/2017,31
10/08/2017,24
11/08/2017,18
12/08/2017,10
13/08/2017,23
14/08/2017,35
15/08/2017,16
16/08/2017,23
17/08/2017,18
18/08/2017,11
19/08/2017,17
20/08/2017,19
21/08/2017,21
22/08/2017,23
23/08/2017,18
24/08/2017,20
25/08/2017,15
26/08/2017,10
27/08/2017,13
28/08/2017,25
29/08/2017,41
30/08/2017,18
31/08/2017,24
01/09/2017,18
02/09/2017,10
03/09/2017,16
04/09/2017,38
05/09/2017,22
06/09/2017,21
07/09/2017,16
08/09/2017,10
09/09/2017,12
10/09/2017,21
11/09/2017,28
12/09/2017,29
13/09/2017,27
14/09/2017,20
15/09/2017,15
16/09/2017,16
17/09/2017,16
18/09/2017,31
19/09/2017,36
20/09/2017,25
21/09/2017,21
22/09/2017,14
23/09/2017,11
24/09/2017,23
25/09/2017,45
26/09/2017,43
27/09/2017,28
28/09/2017,25
29/09/2017,10
30/09/2017,12
01/10/2017,20
02/10/2017,16
03/10/2017,32
04/10/2017,32
05/10/2017,19
06/10/2017,18
07/10/2017,14
08/10/2017,24
09/10/2017,24
10/10/2017,34
11/10/2017,28
12/10/2017,25
13/10/2017,20
14/10/2017,26
15/10/2017,25
16/10/2017,31
17/10/2017,23
18/10/2017,21
19/10/2017,14
20/10/2017,3
21/10/2017,10
22/10/2017,7
23/10/2017,19
24/10/2017,14
25/10/2017,19
26/10/2017,24
27/10/2017,17
28/10/2017,16
29/10/2017,12
30/10/2017,36
31/10/2017,24
01/11/2017,10
02/11/2017,12
03/11/2017,12
04/11/2017,8
05/11/2017,10
06/11/2017,12
07/11/2017,13
08/11/2017,9
09/11/2017,25
10/11/2017,18
11/11/2017,13
12/11/2017,16
13/11/2017,11
14/11/2017,16
15/11/2017,8
16/11/2017,11
17/11/2017,11
18/11/2017,6
19/11/2017,6
20/11/2017,16
21/11/2017,18
22/11/2017,22
23/11/2017,20
24/11/2017,12
25/11/2017,13
26/11/2017,19
27/11/2017,17
28/11/2017,17
29/11/2017,20
30/11/2017,13
01/12/2017,11
02/12/2017,14
03/12/2017,11
04/12/2017,24
05/12/2017,23
06/12/2017,25
07/12/2017,21
08/12/2017,11
09/12/2017,17
10/12/2017,13
11/12/2017,16
12/12/2017,13
13/12/2017,14
14/12/2017,13
15/12/2017,9
16/12/2017,11
17/12/2017,9
18/12/2017,5
19/12/2017,12
20/12/2017,12
21/12/2017,8
22/12/2017,9
23/12/2017,2
24/12/2017,2
25/12/2017,5
26/12/2017,4
27/12/2017,5
28/12/2017,7
29/12/2017,5
30/12/2017,4
31/12/2017,3
01/01/2018,5
02/01/2018,4
03/01/2018,15
04/01/2018,7
05/01/2018,17
06/01/2018,4
07/01/2018,2
08/01/2018,13
09/01/2018,9
10/01/2018,12
11/01/2018,11
12/01/2018,6
13/01/2018,9
14/01/2018,4
15/01/2018,14
16/01/2018,10
17/01/2018,26
18/01/2018,13
19/01/2018,14
20/01/2018,8
21/01/2018,4
22/01/2018,5
23/01/2018,12
24/01/2018,18
25/01/2018,14
26/01/2018,12
27/01/2018,11
28/01/2018,3
29/01/2018,23
30/01/2018,19
31/01/2018,14
01/02/2018,15
02/02/2018,9
03/02/2018,5
04/02/2018,5
05/02/2018,17
06/02/2018,20
07/02/2018,11
08/02/2018,4
09/02/2018,15
10/02/2018,9
11/02/2018,6
12/02/2018,5
13/02/2018,1
14/02/2018,0
15/02/2018,8
16/02/2018,11
17/02/2018,4
18/02/2018,13
19/02/2018,29
20/02/2018,29
21/02/2018,28
22/02/2018,22
23/02/2018,23
24/02/2018,12
25/02/2018,18
26/02/2018,35
27/02/2018,42
28/02/2018,36
,20.056
